"ID";"Track";"StartTime";"Length";"PlayRate";"Locked";"Normalized";"StretchMethod";"Looped";"OnRuler";"MediaType";"FileName";"Stream";"StreamStart";"StreamLength";"FadeTimeIn";"FadeTimeOut";"SustainGain";"CurveIn";"GainIn";"CurveOut";"GainOut";"Layer";"Color";"CurveInR";"CurveOutR";"PlayPitch";"LockPitch";"FirstChannel";"Channels"
60; 2; 829879.0500; 9192.5167; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 378094.3833; 9192.5167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
61; 2; 839104.9333; 2435.7666; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1171336.8333; 2435.7666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
62; 2; 841540.7000; 58224.8333; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1173772.5999; 58224.8333; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
63; 2; 899765.5333; 15732.3833; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1231997.4332; 1319868.5501; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
64; 2; 915497.9166; 3086.4168; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1247729.8165; 1304136.1668; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
65; 2; 918584.3333; 11511.5000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 466816.3500; 11511.5000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
66; 2; 930095.8333; 2535.8667; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 462662.2000; 2535.8667; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
67; 2; 932631.7000; 6156.1500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 578961.7166; 6156.1500; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
68; 2; 938787.8500; 46679.9666; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 530346.4833; 46679.9666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
69; 2; 985467.8166; 33533.5000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 487570.4166; 33533.5000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
70; 2; 1019001.3166; 9309.3000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 521103.9166; 9309.3000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
71; 2; 1028310.6166; 9259.2500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 478311.1666; 9259.2500; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
72; 2; 1037569.8666; 15065.0500; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1232664.7665; 15065.0500; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
73; 2; 1052634.9166; 3086.4168; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1247729.8165; 3086.4168; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
74; 2; 1055721.3333; 11494.8167; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 466816.3500; 11494.8167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
75; 2; 1067216.1500; 15148.4666; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1232698.1332; 15148.4666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
76; 2; 1082364.6166; 3086.4168; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1247729.8165; 3086.4168; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
77; 2; 1085451.0333; 10910.9000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 466816.3500; 10910.9000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
